0,-100,-10,10,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000
1064.590537,-0.0312716,0.0034537,0.0030556,0.015189,-0.0053911,-0.0006371,0.0096442,-0.0053991,-0.011734,0.02163,-0.0112523,0.0091328,0.0173615,-0.0047941,-0.0034442,0.0151992,0.0120868,-0.0123292,-0.0095054,0.0113101,-0.0080361,-0.0192836,0.0047771,0.0127318,-0.0030888,0.025176,-0.0033042,-0.0078955,-0.0146872,-0.0056471,-0.0092576,0.0153029,-0.0159525
1061.648483,-0.0294655,0.0029238,-0.000534,0.0081279,0.0040741,-0.0043843,0.0175453,0.0040996,0.0149609,0.0161057,0.0073359,0.0081888,-0.0132947,0.0247235,-0.0132015,-0.0036509,-0.0138441,-0.011039,-0.0125213,0.0132381,-0.0129795,-0.028795,0.0161344,0.000305,-0.0129432,-0.0211588,0.0017252,0.0148939,0.011451,-0.0281706,-0.0218608,-0.0156449,-0.0023357
1058.721826,-0.0208965,-0.0005815,0.0015575,0.0167076,-0.0031767,0.0242963,-0.0146003,-0.0103,0.0055413,-0.0147332,-0.0034302,-0.0022281,0.0000999,-0.0291315,-0.0160127,0.0148996,0.0008905,-0.0005724,-0.0048765,-0.0177288,-0.0136036,-0.0184954,-0.008651,-0.006374,0.004398,0.0124668,-0.0183677,-0.0079112,-0.0066457,-0.0053599,0.0076701,0.0061047,-0.002749
1055.810459,-0.0071738,0.0018969,0.019348,0.0009558,-0.026058,-0.0131297,-0.0066028,-0.0067303,0.0120045,0.0075833,-0.0046655,-0.0108546,0.0069457,0.0148801,0.0397504,-0.0116832,0.005722,-0.0061603,-0.0033904,-0.0004624,0.0110294,0.0223179,-0.0023372,0.0068672,-0.0248785,0.0111809,0.0093983,-0.0200276,-0.0123917,0.0179145,0.0022172,0.004922,-0.0079166
1052.914276,-0.0169534,0.0012026,-0.004361,0.0034853,-0.0289849,-0.0063937,-0.0025422,0.0041211,-0.0101425,0.004386,0.000273,0.0018991,0.0084459,0.0055079,-0.0051487,-0.0128391,0.0019641,0.0003527,-0.0236526,-0.00784,0.0004505,0.0014387,-0.0067748,-0.0244383,0.0213199,-0.0069503,-0.0206657,-0.0058953,0.0087497,0.0080699,-0.0098023,0.0118895,-0.0026671
1050.033171,-0.0140752,0.0239732,-0.012576,0.0104923,-0.0106363,-0.0091696,0.0167464,-0.0095252,0.0039995,0.0077304,0.0089146,0.0190184,0.003273,0.0006465,-0.0024878,-0.0061942,0.0087828,0.0131268,-0.003563,0.0202507,0.0029616,-0.0234588,-0.0041801,0.0099842,0.0215267,-0.0074655,-0.0059123,0.0253617,-0.0054211,-0.0115306,-0.0252228,-0.0079814,-0.0070414
1047.167041,-0.0091093,-0.0011293,0,-0.0155959,0.0084955,0.0026694,0.0052468,-0.0293442,-0.0061494,0.0151719,-0.0055892,0.0185782,-0.0000874,0.0084113,-0.0082358,0.0088259,0.01363,-0.0168545,-0.0005971,0.0073576,0.012052,0.0239677,-0.0078676,-0.0010865,0.002806,0.0072644,0.0078845,0.0023631,-0.0098047,0.0064555,-0.0098173,-0.0055165,-0.013137
1044.315781,0.0262831,-0.0017298,0.0105648,0.0044755,-0.00305,-0.0112984,0.0052471,-0.0038384,0.0043004,0.001493,0.0050089,-0.0127003,0.0226479,-0.0117259,0.0140729,-0.0160026,0.0118564,0.0091824,0.0062907,0.0044585,0.0112563,0.0037175,0.0030692,-0.0075645,0.0002493,0.0062465,-0.0042965,0.0091314,0.0064876,-0.0051406,0.0198986,0.0097544,0.0054277
1041.479289,-0.0061049,-0.0168854,0.0051534,-0.0114605,0.0073806,-0.0085232,-0.0045494,-0.0109119,0.0006555,-0.00008,0.0134952,-0.0031132,0.0108053,-0.00167,0.0061057,-0.0114053,0.0068458,0.0017944,-0.0040945,0.0049298,0.0019191,-0.0088086,0.0044527,-0.0126267,-0.0055869,0.0031992,-0.0128701,0.0029061,0.0022794,-0.00578,0.0128418,-0.0117131,-0.0188437
1038.657462,-0.0100863,-0.0031047,-0.0034461,0.0039721,-0.0230101,-0.0003262,-0.0049818,-0.0147777,0.0154598,-0.0146481,0.0114325,0.0019435,0.0136489,0.0043803,-0.0106277,0.0038497,-0.00834,0.0136495,-0.0093468,-0.0055719,-0.0045949,0.0103717,-0.0041914,-0.0008773,0.0222601,0.0020598,-0.003215,0.0122412,-0.0057135,-0.0025388,-0.0001546,-0.0064691,0.0071392
1035.850201,0.0106151,-0.0010454,-0.0117182,-0.0025736,-0.0007131,-0.0053437,0.0223473,0.0115862,0.0021435,0.0037998,0.0065036,0.0050244,0.0094679,0.0013689,0.0123367,-0.0142222,-0.0088177,-0.0077575,0.0106014,0.0113884,-0.0006077,0.0074822,-0.0053883,-0.0032237,-0.0217351,0.0071619,0.0108579,0.013144,0.022446,-0.0001523,0.0175731,0.0026057,0.0033173
1033.057404,-0.0169711,-0.0013169,-0.008744,0.0087803,0.0191853,0.0008618,0.0054067,0.0001584,-0.0059067,0.0165778,0.0031986,-0.0085468,-0.0073545,0.0113713,-0.0112187,0.0003866,0.0039669,0.0033004,-0.0104889,0.0003107,-0.0013527,0.0042941,0.0009934,0.0063913,0.0047725,0.0043453,0.0092584,0.0027127,0.0012949,-0.0014792,-0.0027266,0.0065499,0.0122345
1030.278974,0.009547,-0.0284262,0.0014768,0.0096251,0.0043138,-0.0100056,0.012308,0.0060752,0.0018976,-0.0015993,-0.0012327,-0.0018552,0.0237965,0.0091335,-0.0102926,0.0035416,-0.0146873,-0.0159693,-0.0051627,0.0027036,-0.0036047,0.0033116,0.0082394,-0.0009735,-0.003801,-0.003876,-0.0052179,0.0009114,0.0008156,0.0140441,-0.0023097,0.0059285,-0.0049233
1027.51481,-0.009335,0.0163819,0.018609,-0.0058909,0.0073944,0.0027448,0.0324387,0.0093466,-0.0036968,0.00865,-0.0005098,-0.0106212,0.0016648,-0.0116126,-0.0037608,0.0088059,-0.0096158,0.0045065,-0.012803,0.0031624,-0.0004376,-0.0034796,0.0025289,0.0043527,0.0200601,-0.0021612,-0.008122,0.0046644,0.0016641,0.0036904,0.0057951,-0.0064331,0.0044784
1024.764817,0.0045965,-0.0032721,-0.009052,-0.0003809,0.0210116,0.0014973,0.0129031,-0.0081094,-0.00256,0.0109299,-0.0147354,-0.0033291,-0.0030629,-0.0091804,0.0018927,-0.0186935,-0.0011781,0.0096667,-0.0084388,0.0161494,0.0081394,-0.0133102,-0.0069989,0.0083931,-0.0170541,0.008843,-0.0004327,0,-0.0101672,0.0101573,0.0075201,0.0171531,-0.0039083
